,strDrink,strCategory,strGlass,strIngredients,Alc_type,Basic_taste,strInstructions,strMeasures,Value_ml,Value_gr,Garnish_amount,Garnish_type
139,Absolut Summertime,Cocktail,Collins glass,Soda Water,,sweet,Add all ingredients except lemon to shaker filled with ice. Cover and shake vigorously. Strain contents into ice filled collins glass. Garnish with lemon.,3 oz,90.0,,,
140,Absolut limousine,Other/Unknown,Collins Glass,Lime Juice,,sour,Fill Absolut into a glass. Add Lime juice. Add Ice and lime wedges.,1/3,10.0,,,
141,Absolut limousine,Other/Unknown,Collins Glass,Tonic Water,,water,Fill Absolut into a glass. Add Lime juice. Add Ice and lime wedges.,top it up with,,,0,top up
142,Absolut limousine,Other/Unknown,Collins Glass,Absolut Citron,Vodka,,Fill Absolut into a glass. Add Lime juice. Add Ice and lime wedges.,2/3,20.0,,,
143,Absolutely Cranberry Smash,Ordinary Drink,Cocktail glass,Ginger Ale,,sweet,Stir ingredients together. Serve over ice.,2 oz,60.0,,,
144,Absolutely Cranberry Smash,Ordinary Drink,Cocktail glass,Cranberry Juice,,sour,Stir ingredients together. Serve over ice.,4 oz,120.0,,,
145,Absolutely Cranberry Smash,Ordinary Drink,Cocktail glass,Absolut Vodka,Vodka,,Stir ingredients together. Serve over ice.,2 oz,60.0,,,
146,Absolutely Fabulous,Cocktail,Champagne flute,Champagne,Champagne,,Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,top up with,,,0,top up
147,Absolutely Fabulous,Cocktail,Champagne flute,Cranberry Juice,,sour,Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,2 shots,50.0,,,
148,Absolutely Fabulous,Cocktail,Champagne flute,Vodka,Vodka,,Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,1 shot,25.0,,,
149,Absolutly Screwed Up,Cocktail,Collins glass,Ginger Ale,,sweet,"Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.",fill to top,,,0,top up
150,Absolutly Screwed Up,Cocktail,Collins glass,Triple Sec,Triple Sec,,"Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.",1 shot,25.0,,,
151,Absolutly Screwed Up,Cocktail,Collins glass,Absolut Citron,Vodka,,"Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.",1 shot,25.0,,,
152,Absolutly Screwed Up,Cocktail,Collins glass,Orange Juice,,sweet,"Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.",1 shot,25.0,,,
153,Acapulco,Ordinary Drink,Old-fashioned glass,Mint,,mint,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,1,,,1,leaf(ves)
154,Acapulco,Ordinary Drink,Old-fashioned glass,Egg White,,egg,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,1,45.0,,,
155,Acapulco,Ordinary Drink,Old-fashioned glass,Light Rum,Rum,,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,1 1/2 oz,45.0,,,
156,Acapulco,Ordinary Drink,Old-fashioned glass,Lime Juice,,sour,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,1 tblsp,,14.0,,
157,Acapulco,Ordinary Drink,Old-fashioned glass,Triple Sec,Triple Sec,,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,1 1/2 tsp,,6.0,,
158,Acapulco,Ordinary Drink,Old-fashioned glass,Sugar,,sweet,Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.,1 tsp,,4.0,,
159,Ace,Cocktail,Martini Glass,Milk,,cream,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,1/2 shot,12.5,,,
160,Ace,Cocktail,Martini Glass,Grenadine,,sweet,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,1/2 shot,12.5,,,
161,Ace,Cocktail,Martini Glass,Egg White,,egg,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,1/2 fresh,22.5,,,
162,Ace,Cocktail,Martini Glass,Gin,Gin,,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,2 shots,50.0,,,
163,Ace,Cocktail,Martini Glass,Heavy Cream,,cream,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,1/2 shot,12.5,,,
164,Adam,Ordinary Drink,Cocktail glass,Lemon Juice,,sour,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",1 oz,30.0,,,
165,Adam,Ordinary Drink,Cocktail glass,Dark Rum,Rum,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",2 oz,60.0,,,
166,Adam,Ordinary Drink,Cocktail glass,Grenadine,,sweet,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",1 tsp,,4.0,,
167,Adam & Eve,Cocktail,Cocktail glass,Fresh Lemon Juice,,sour,Shake together all the ingredients and strain into a cold glass.,1/8 shot,3.125,,,
168,Adam & Eve,Cocktail,Cocktail glass,Creme De Cassis,Sweet Liqueur,,Shake together all the ingredients and strain into a cold glass.,1 shot,25.0,,,
169,Adam & Eve,Cocktail,Cocktail glass,Cognac,Brandy,,Shake together all the ingredients and strain into a cold glass.,1 shot,25.0,,,
170,Adam & Eve,Cocktail,Cocktail glass,Gin,Gin,,Shake together all the ingredients and strain into a cold glass.,1 shot,25.0,,,
171,Adam Bomb,Punch / Party Drink,Margarita/Coupette glass,Triple Sec,Triple Sec,,"Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",1/2 part,15.0,,,
172,Adam Bomb,Punch / Party Drink,Margarita/Coupette glass,Salt,,salty,"Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",1-3 pint,,0.72,,
173,Adam Bomb,Punch / Party Drink,Margarita/Coupette glass,Fruit Juice,,sweet,"Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",,946.0,,,
174,Adam Bomb,Punch / Party Drink,Margarita/Coupette glass,Vodka,Vodka,,"Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",1 part,30.0,,,
175,Adam Bomb,Punch / Party Drink,Margarita/Coupette glass,Tequila,Tequila,,"Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",1 part,30.0,,,
176,Adam Bomb,Punch / Party Drink,Margarita/Coupette glass,Rum,Rum,,"Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",1 part,30.0,,,
177,Adam Sunrise,Ordinary Drink,Collins Glass,Water,,water,"Fill blender up with ice. Fill half with Bartons Vodka. Put 10 tsp of sugar, add 1/2 can lemonade concentrate, fill to top with water. Blend for 60 seconds.",1/2,15.0,,,
178,Adam Sunrise,Ordinary Drink,Collins Glass,Sugar,,sweet,"Fill blender up with ice. Fill half with Bartons Vodka. Put 10 tsp of sugar, add 1/2 can lemonade concentrate, fill to top with water. Blend for 60 seconds.",10 tsp,,40.0,,
179,Adam Sunrise,Ordinary Drink,Collins Glass,Lemonade,,sour,"Fill blender up with ice. Fill half with Bartons Vodka. Put 10 tsp of sugar, add 1/2 can lemonade concentrate, fill to top with water. Blend for 60 seconds.",1/2 can,165.0,,,
180,Adam Sunrise,Ordinary Drink,Collins Glass,Vodka,Vodka,,"Fill blender up with ice. Fill half with Bartons Vodka. Put 10 tsp of sugar, add 1/2 can lemonade concentrate, fill to top with water. Blend for 60 seconds.",1/2,15.0,,,
181,Addington,Cocktail,Cocktail glass,Dry Vermouth,Vermouth,,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,1 shot,25.0,,,
182,Addington,Cocktail,Cocktail glass,Soda Water,,sweet,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,top up with,,,0,top up
183,Addington,Cocktail,Cocktail glass,Sweet Vermouth,Vermouth,,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,2 shots,50.0,,,
184,Addison,Cocktail,Martini Glass,Vermouth,Vermouth,,Shake together all the ingredients and strain into a cold glass.,1 1/2 shot,37.5,,,
185,Addison,Cocktail,Martini Glass,Gin,Gin,,Shake together all the ingredients and strain into a cold glass.,1 1/2 shot,37.5,,,
186,Addison Special,Cocktail,Old-fashioned glass,Grenadine,,sweet,Combine ingredients in the order listed into a shaker. Fill half full with ice and shake well. Strain into glass with ice and garnish with a cherry and orange wedge.,1 tblsp,,14.0,,
187,Addison Special,Cocktail,Old-fashioned glass,Orange Juice,,sweet,Combine ingredients in the order listed into a shaker. Fill half full with ice and shake well. Strain into glass with ice and garnish with a cherry and orange wedge.,fill with,,,0,top up
188,Addison Special,Cocktail,Old-fashioned glass,Vodka,Vodka,,Combine ingredients in the order listed into a shaker. Fill half full with ice and shake well. Strain into glass with ice and garnish with a cherry and orange wedge.,1 shot,25.0,,,
189,Adios Amigos Cocktail,Cocktail,Martini Glass,Rum,Rum,,Shake together all the ingredients and strain into a cold glass.,1 shot,25.0,,,
190,Adios Amigos Cocktail,Cocktail,Martini Glass,Cognac,Brandy,,Shake together all the ingredients and strain into a cold glass.,1/2 shot,12.5,,,
191,Adios Amigos Cocktail,Cocktail,Martini Glass,Fresh Lime Juice,,sour,Shake together all the ingredients and strain into a cold glass.,1/4 shot,6.25,,,
192,Adios Amigos Cocktail,Cocktail,Martini Glass,Dry Vermouth,Vermouth,,Shake together all the ingredients and strain into a cold glass.,1/2 shot,12.5,,,
193,Adios Amigos Cocktail,Cocktail,Martini Glass,Sugar Syrup,,sweet,Shake together all the ingredients and strain into a cold glass.,1/4 shot,6.25,,,
194,Adios Amigos Cocktail,Cocktail,Martini Glass,Water,,water,Shake together all the ingredients and strain into a cold glass.,1/2 shot,12.5,,,
195,Adios Amigos Cocktail,Cocktail,Martini Glass,Gin,Gin,,Shake together all the ingredients and strain into a cold glass.,1/2 shot,12.5,,,
196,Adonis Cocktail,Ordinary Drink,Cocktail glass,Sweet Vermouth,Vermouth,,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",3/4 oz,22.5,,,
197,Adonis Cocktail,Ordinary Drink,Cocktail glass,Orange Bitters,Bitters,,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",1 dash,1.0,,,
198,Adonis Cocktail,Ordinary Drink,Cocktail glass,Sherry Dry,Brandy,,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.",1 1/2 oz dry,45.0,,,
199,Affair,Ordinary Drink,Highball glass,Orange Juice,,sweet,"Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.",2 oz,60.0,,,
200,Affair,Ordinary Drink,Highball glass,Cranberry Juice,,sour,"Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.",2 oz,60.0,,,
201,Affair,Ordinary Drink,Highball glass,Club Soda,,sweet,"Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.",,,,,
202,Affair,Ordinary Drink,Highball glass,Strawberry Schnapps,Schnapps,,"Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.",2 oz,60.0,,,
203,Affinity,Ordinary Drink,Cocktail glass,Orange Bitters,Bitters,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",2 dashes,2.0,,,
204,Affinity,Ordinary Drink,Cocktail glass,Dry Vermouth,Vermouth,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",1 oz,30.0,,,
205,Affinity,Ordinary Drink,Cocktail glass,Scotch,Whisky,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",1 1/2 oz,45.0,,,
206,Affinity,Ordinary Drink,Cocktail glass,Sweet Vermouth,Vermouth,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",1 oz,30.0,,,
207,After Dinner Cocktail,Ordinary Drink,Cocktail glass,Apricot Brandy,Brandy,,Shake all ingredients (except lime wedge) with ice and strain into a cocktail glass. Add the wedge of lime and serve.,1 oz,30.0,,,
208,After Dinner Cocktail,Ordinary Drink,Cocktail glass,Triple Sec,Triple Sec,,Shake all ingredients (except lime wedge) with ice and strain into a cocktail glass. Add the wedge of lime and serve.,1 oz,30.0,,,
209,After Dinner Cocktail,Ordinary Drink,Cocktail glass,Lime,,sour,Shake all ingredients (except lime wedge) with ice and strain into a cocktail glass. Add the wedge of lime and serve.,1,30.0,,,
210,After Dinner Cocktail,Ordinary Drink,Cocktail glass,Lime,,sour,Shake all ingredients (except lime wedge) with ice and strain into a cocktail glass. Add the wedge of lime and serve.,juice of 1,30.0,,,
211,After Five,Shot,Shot glass,Kahlua,Creamy Liqueur,,"1. Pour Kahlua into shot glass to about 1/2 full. 2. Using a spoon(inverted), slowly pour in the Peppermint Schnapps until glass is about 3/4 full. Done correctly, the Schnapps will flow under the Kahlua for a clear layer. 3. Again using a spoon, but this time right side up, slowly top off the glass with a layer of Bailey's. Be careful to place the spoon right at the top of the Kahlua layer and to raise it as the glass fills up. Done correctly, this will provide a layer of Bailey's floating over the Kahlua. 4. Toss it down all at once for something like a Peppermint Pattie, WITH A BANG!!! NOTE: Best if all ingredients are chilled",,,,,
212,After Five,Shot,Shot glass,Peppermint Schnapps,Schnapps,,"1. Pour Kahlua into shot glass to about 1/2 full. 2. Using a spoon(inverted), slowly pour in the Peppermint Schnapps until glass is about 3/4 full. Done correctly, the Schnapps will flow under the Kahlua for a clear layer. 3. Again using a spoon, but this time right side up, slowly top off the glass with a layer of Bailey's. Be careful to place the spoon right at the top of the Kahlua layer and to raise it as the glass fills up. Done correctly, this will provide a layer of Bailey's floating over the Kahlua. 4. Toss it down all at once for something like a Peppermint Pattie, WITH A BANG!!! NOTE: Best if all ingredients are chilled",,,,,
213,After Five,Shot,Shot glass,Bailey'S Irish Cream,Creamy Liqueur,,"1. Pour Kahlua into shot glass to about 1/2 full. 2. Using a spoon(inverted), slowly pour in the Peppermint Schnapps until glass is about 3/4 full. Done correctly, the Schnapps will flow under the Kahlua for a clear layer. 3. Again using a spoon, but this time right side up, slowly top off the glass with a layer of Bailey's. Be careful to place the spoon right at the top of the Kahlua layer and to raise it as the glass fills up. Done correctly, this will provide a layer of Bailey's floating over the Kahlua. 4. Toss it down all at once for something like a Peppermint Pattie, WITH A BANG!!! NOTE: Best if all ingredients are chilled",,,,,
214,After Supper Cocktail,Ordinary Drink,Cocktail glass,Triple Sec,Triple Sec,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 oz,30.0,,,
215,After Supper Cocktail,Ordinary Drink,Cocktail glass,Lemon Juice,,sour,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1/2 tsp,,2.0,,
216,After Supper Cocktail,Ordinary Drink,Cocktail glass,Apricot Brandy,Brandy,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 oz,30.0,,,
217,After sex,Ordinary Drink,Highball glass,Orange Juice,,sweet,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,,,,,
218,After sex,Ordinary Drink,Highball glass,Vodka,Vodka,,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,2 cl,20.0,,,
219,After sex,Ordinary Drink,Highball glass,Creme De Banane,Sweet Liqueur,,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,1 cl,10.0,,,
220,Afternoon,Coffee / Tea,Collins Glass,Kahlua,Creamy Liqueur,,"Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",1 cl,10.0,,,
221,Afternoon,Coffee / Tea,Collins Glass,Cream,,cream,"Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",,,,,
222,Afternoon,Coffee / Tea,Collins Glass,Frangelico,Sweet Liqueur,,"Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",1 1/2,37.5,,,
223,Afternoon,Coffee / Tea,Collins Glass,Coffee Hot,,bitter,"Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",4 cl hot,40.0,,,
224,Afternoon,Coffee / Tea,Collins Glass,Bailey'S Irish Cream,Creamy Liqueur,,"Build into a suiting glass, with no ice. Cream on top if wanted. Served directly.",1 cl,10.0,,,
225,Alabama Slammer,Ordinary Drink,Highball glass,Southern Comfort,Whisky,,"Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.",1 oz,30.0,,,
226,Alabama Slammer,Ordinary Drink,Highball glass,Sloe Gin,Gin,,"Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.",1/2 oz,15.0,,,
227,Alabama Slammer,Ordinary Drink,Highball glass,Lemon Juice,,sour,"Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.",1 dash,1.0,,,
228,Alabama Slammer,Ordinary Drink,Highball glass,Amaretto,Sweet Liqueur,,"Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.",1 oz,30.0,,,
229,Alaska Cocktail,Ordinary Drink,Cocktail glass,Orange Bitters,Bitters,,"Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.",2 dashes,2.0,,,
230,Alaska Cocktail,Ordinary Drink,Cocktail glass,Gin,Gin,,"Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.",1 1/2 oz,45.0,,,
231,Alaska Cocktail,Ordinary Drink,Cocktail glass,Lemon Peel,,sour,"Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.",twist of,,,1,twist
232,Alaska Cocktail,Ordinary Drink,Cocktail glass,Yellow Chartreuse,Sweet Liqueur,,"Stir all ingredients with ice, strain contents into a cocktail glass. Drop in a twist of lemon and serve.",3/4 oz,22.5,,,
